term,reading,meaning,pos,source_scope,source_type,difficulty,notes
蹴る,ける,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
原因,げんいん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
見学,けんがく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
研究,けんきゅう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
健康,けんこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
現在,げんざい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
現実,げんじつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
建築,けんちく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
権利,けんり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
原料,げんりょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
後悔,こうかい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
郊外,こうがい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
工業,こうぎょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
合計,ごうけい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
高校,こうこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
広告,こうこく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
交差点,こうさてん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
工事,こうじ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
口述試験,こうじゅつしけん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
交通,こうつう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
行動,こうどう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
幸福,こうふく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
公平,こうへい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
紅葉,こうよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
交流,こうりゅう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
越える,こえる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
コース,コース,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
コーヒー,コーヒー,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
凍る,こおる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ゴール,ゴール,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ゴールデンウィーク,ゴールデンウィーク,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
呼吸,こきゅう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
国際,こくさい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
国民,こくみん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
腰,こし,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
故障,こしょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
個人,こじん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
コスト,コスト,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
個性,こせい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
子育て,こそだて,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
こだわる,こだわる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
こつ,こつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
異なる,ことなる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
断る,ことわる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
この間,このあいだ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
このごろ,このごろ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
好む,このむ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
コマーシャル,コマーシャル,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
細かい,こまかい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ゴム,ゴム,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
込める,こめる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
殺す,ころす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
転ぶ,ころぶ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
壊す,こわす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
根性,こんじょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
コンタクトレンズ,コンタクトレンズ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
困難,こんなん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
コンピューター,コンピューター,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
差,さ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
サークル,サークル,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
災害,さいがい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
最近,さいきん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
最後,さいご,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
財産,ざいさん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
最初,さいしょ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
サイト,サイト,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
才能,さいのう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
裁判,さいばん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
材料,ざいりょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
坂,さか,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
下がる,さがる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
盛ん,さかん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
作者,さくしゃ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
作品,さくひん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
酒,さけ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
避ける,さける,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
下げる,さげる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
支える,ささえる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
さっぱり,さっぱり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
茶道,さどう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
寂しい,さびしい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
騒ぐ,さわぐ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
触る,さわる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
参加,さんか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
産業,さんぎょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
酸素,さんそ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
残念,ざんねん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
散歩,さんぽ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
仕上げる,しあげる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
しかも,しかも,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
叱る,しかる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
刺激,しげき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
茂る,しげる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
資源,しげん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
事件,じけん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
事故,じこ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
事実,じじつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
支出,ししゅつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
事情,じじょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
自信,じしん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
地震,じしん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
システム,システム,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
沈む,しずむ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
自然,しぜん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
舌,した,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
時代,じだい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
従う,したがう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
下着,したぎ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
支度,したく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
質,しつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
しっかり,しっかり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
しつけ,しつけ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
実験,じっけん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
実行,じっこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
実習,じっしゅう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
失敗,しっぱい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
指導,しどう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
自動車,じどうしゃ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
老舗,しにせ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
死ぬ,しぬ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
支配,しはい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
芝居,しばい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
しばらく,しばらく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
縛る,しばる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
しまう,しまう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
自慢,じまん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
地味,じみ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
示す,しめす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
社会,しゃかい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
自由,じゆう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
修学旅行,しゅうがくりょこう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
習慣,しゅうかん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
住所,じゅうしょ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
就職,しゅうしょく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
集団,しゅうだん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
集中力,しゅうちゅうりょく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
収入,しゅうにゅう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
十分,じゅうぶん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
重要,じゅうよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
修理,しゅうり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
塾,じゅく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
受験,じゅけん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
主人,しゅじん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
主張,しゅちょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
首都,しゅと,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
需要,じゅよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
種類,しゅるい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
順序,じゅんじょ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
春節,しゅんせつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
準備,じゅんび,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
使用,しよう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
上映,じょうえい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
生涯,しょうがい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
商業,しょうぎょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
条件,じょうけん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
少子化,しょうしか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
正直,しょうじき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
常識,じょうしき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
小説,しょうせつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
招待,しょうたい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
状態,じょうたい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
冗談,じょうだん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
承知,しょうち,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
象徴,しょうちょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
衝突,しょうとつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
少年,しょうねん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
商売,しょうばい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
消費,しょうひ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
商品,しょうひん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
証明,しょうめい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
醤油,しょうゆ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
将来,しょうらい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ジョギング,ジョギング,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
職業,しょくぎょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
食品,しょくひん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
植物,しょくぶつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
女性,じょせい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
書道,しょどう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
処理,しょり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
自立,じりつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
シルク,シルク,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
印,しるし,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
素人,しろうと,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
人口,じんこう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
神社,じんじゃ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
信じる,しんじる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
人生,じんせい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
親戚,しんせき,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
心臓,しんぞう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
震度,しんど,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
新年,しんねん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
心配,しんぱい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
シンプル,シンプル,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
シンボル,シンボル,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
親友,しんゆう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
信用,しんよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
スイッチ,スイッチ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
水道,すいどう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ずいぶん,ずいぶん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
数学,すうがく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
スーツ,スーツ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
姿,すがた,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
スケジュール,スケジュール,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
すごい,すごい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
進む,すすむ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
進める,すすめる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
勧める,すすめる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
スタッフ,スタッフ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
酸っぱい,すっぱい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ステージ,ステージ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ストレス,ストレス,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
砂,すな,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
スピーチ,スピーチ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
図表,ずひょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
スプーン,スプーン,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
すべて,すべて,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
滑る,すべる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
隅,すみ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
相撲,すもう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
スモッグ,スモッグ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ずるい,ずるい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
鋭い,するどい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
背,せ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
成果,せいか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
性格,せいかく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
正確,せいかく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
税金,ぜいきん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
成功,せいこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
政治,せいじ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
性質,せいしつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
精神,せいしん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
生存,せいぞん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
生態,せいたい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ぜいたく,ぜいたく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
成長,せいちょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
制度,せいど,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
青年,せいねん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
政府,せいふ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
生物,せいぶつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
西洋,せいよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
整理,せいり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
セーター,セーター,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
咳,せき,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
石炭,せきたん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
責任,せきにん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
石油,せきゆ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
せっかく,せっかく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
絶対,ぜったい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
設備,せつび,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
説明,せつめい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
背中,せなか,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
ぜひ,ぜひ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
ゼロ,ゼロ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
線,せん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
選挙,せんきょ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
選手,せんしゅ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
先祖,せんぞ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
戦争,せんそう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
全体,ぜんたい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
専門,せんもん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
増加,ぞうか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
想像,そうぞう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
相談,そうだん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
相当,そうとう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
組織,そしき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
注ぐ,そそぐ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
育つ,そだつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
育てる,そだてる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
備える,そなえる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
そば,そば,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
それぞれ,それぞれ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
そろう,そろう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
そろえる,そろえる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
そろそろ,そろそろ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
尊敬,そんけい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
尊重,そんちょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
大学,だいがく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
大気,たいき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
退屈,たいくつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
