term,reading,meaning,pos,source_scope,source_type,difficulty,notes
合図,あいず,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
アイドル,アイドル,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
合う,あう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
上がる,あがる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
諦める,あきらめる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
朝寝坊,あさねぼう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
預かる,あずかる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
温める,あたためる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
扱う,あつかう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
あっさり,あっさり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
当てる,あてる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
アドバイス,アドバイス,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
穴,あな,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
浴びる,あびる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
油,あぶら,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
謝る,あやまる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
粗筋,あらすじ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
争う,あらそう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
新た,あらた,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
改める,あらためる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
表す,あらわす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
表れる,あらわれる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
合わせる,あわせる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
慌てる,あわてる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
アンケート,アンケート,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
安心,あんしん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
安全,あんぜん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
案内,あんない,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
胃,い,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
以下,いか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
意義,いぎ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
勢い,いきおい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
生け花,いけばな,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
意見,いけん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
遺産,いさん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
意志,いし,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
意識,いしき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
衣食住,いしょくじゅう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
遺跡,いせき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
いただく,いただく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
位置,いち,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
一生懸命,いっしょうけんめい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
いっそう,いっそう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
一般,いっぱん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
いとこ,いとこ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
稲,いね,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
命,いのち,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
祈る,いのる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
異文化,いぶんか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
イメージ,イメージ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
いらっしゃる,いらっしゃる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
岩,いわ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
祝う,いわう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
印象,いんしょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
浮かぶ,うかぶ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
受け入れる,うけいれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
受け継ぐ,うけつぐ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
受付,うけつけ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
受け取る,うけとる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
動かす,うごかす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
動く,うごく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
失う,うしなう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
うそ,うそ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
疑う,うたがう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
家,うち,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
宇宙,うちゅう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
移す,うつす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
移り変わる,うつりかわる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
移る,うつる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
腕,うで,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
うまい,うまい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
生む,うむ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
羨ましい,うらやましい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
運,うん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
運転,うんてん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
影響,えいきょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
映像,えいぞう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
栄養,えいよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
笑顔,えがお,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
描く,えがく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
エコロジー,エコロジー,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
枝,えだ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
偉い,えらい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
得る,える,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
演じる,えんじる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
遠慮,えんりょ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
追いかける,おいかける,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
追う,おう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
応援,おうえん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
往復,おうふく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
大いに,おおいに,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
おおぜい,おおぜい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
おかしい,おかしい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
奥,おく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
奥さん,おくさん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
贈る,おくる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
起こす,おこす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
行う,おこなう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
起こる,おこる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
押さえる,おさえる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
惜しい,おしい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
おじぎ,おじぎ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
押す,おす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
おせち料理,おせちりょうり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
汚染,おせん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
恐れる,おそれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
恐ろしい,おそろしい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
お互い,おたがい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
落ちる,おちる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
夫,おっと,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
お年玉,おとしだま,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
落とす,おとす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
訪れる,おとずれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
おとなしい,おとなしい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
劣る,おとる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
驚く,おどろく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
思い出す,おもいだす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
思い出,おもいで,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
おもちゃ,おもちゃ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
およそ,およそ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
降りる,おりる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
折る,おる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
折れる,おれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
下ろす,おろす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
終わり,おわり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
温泉,おんせん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
温度,おんど,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
カーテン,カーテン,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
カード,カード,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
海岸,かいがん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
会議,かいぎ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
解決,かいけつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
解消,かいしょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ガイドブック,ガイドブック,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
開発,かいはつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
飼う,かう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
係,かかり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
嗅ぐ,かぐ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
核家族,かくかぞく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
隠す,かくす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
学生,がくせい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
学問,がくもん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
隠れる,かくれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
影,かげ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
過去,かこ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
囲む,かこむ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
重ねる,かさねる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
飾り物,かざりもの,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
飾る,かざる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
火事,かじ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
家事,かじ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
賢い,かしこい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
ガス,ガス,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
肩,かた,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
課題,かだい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
片づける,かたづける,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
傾く,かたむく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
価値,かち,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
がっかり,がっかり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
楽器,がっき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
活動,かつどう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
家庭,かてい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
角,かど,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
必ず,かならず,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
かなり,かなり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
可能,かのう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
歌舞伎,かぶき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
我慢,がまん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
かむ,かむ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
痒い,かゆい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
通う,かよう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
カリキュラム,カリキュラム,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
枯れる,かれる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
カレンダー,カレンダー,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
カロリー,カロリー,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
皮,かわ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
かわいそう,かわいそう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
乾かす,かわかす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
乾く,かわく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
考え直す,かんがえなおす,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
感覚,かんかく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
環境,かんきょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
関係,かんけい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
観察,かんさつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
感謝,かんしゃ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
感情,かんじょう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
勘定,かんじょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
感心,かんしん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
関心,かんしん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
完成,かんせい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
間接,かんせつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
完全,かんぜん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
感想,かんそう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
簡単,かんたん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
漢方薬,かんぽうやく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
消える,きえる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
記憶,きおく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
機械,きかい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
危険,きけん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
気候,きこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
岸,きし,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
技術,ぎじゅつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
帰省,きせい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
着せる,きせる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
基礎,きそ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
規則,きそく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
期待,きたい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
鍛える,きたえる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
きちんと,きちんと,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
気づく,きづく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
喫茶店,きっさてん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
記念,きねん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
気の毒,きのどく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
気分,きぶん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
希望,きぼう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
義務,ぎむ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
着物,きもの,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
疑問,ぎもん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
逆,ぎゃく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
キャンパス,キャンパス,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
急,きゅう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
休日,きゅうじつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
給料,きゅうりょう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
教育,きょういく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
教科書,きょうかしょ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
京劇,きょうげき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
競争,きょうそう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
共通,きょうつう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
興味,きょうみ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
教養,きょうよう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
協力,きょうりょく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
清らか,きよらか,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
距離,きょり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
嫌う,きらう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
霧,きり,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
切る,きる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
切れる,きれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
記録,きろく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
銀行,ぎんこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
禁止,きんし,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
近所,きんじょ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
臭い,くさい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
腐る,くさる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
崩れる,くずれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
癖,くせ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
くださる,くださる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
唇,くちびる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
配る,くばる,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
区別,くべつ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
悔しい,くやしい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
暮らす,くらす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
クラブ,クラブ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
繰り返す,くりかえす,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
苦しむ,くるしむ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
暮れる,くれる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
苦労,くろう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
加える,くわえる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
訓練,くんれん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
経営,けいえい,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
計画,けいかく,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
景気,けいき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
経験,けいけん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
稽古,けいこ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
傾向,けいこう,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
経済,けいざい,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
警察,けいさつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
計算,けいさん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
形式,けいしき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
芸術,げいじゅつ,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
経費,けいひ,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
怪我,けが,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
劇,げき,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
削る,けずる,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
結果,けっか,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
結局,けっきょく,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
結構,けっこう,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
結婚,けっこん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
決心,けっしん,,,gaokao,official_curriculum_2020,2,官方普通高中日语课程标准词汇表，级别 4
欠点,けってん,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
煙,けむり,,,gaokao,official_curriculum_2020,3,官方普通高中日语课程标准词汇表，级别 5
